date-1,time-1,open-1,high-1,low-1,close-1,volume-1,time-2,open-2,high-2,low-2,close-2,volume-2,time-3,open-3,high-3,low-3,close-3,volume-3,time-4,open-4,high-4,low-4,close-4,volume-4,time-5,open-5,high-5,low-5,close-5,volume-5,time-6,open-6,high-6,low-6,close-6,volume-6,time-7,open-7,high-7,low-7,close-7,volume-7,time-8,open-8,high-8,low-8,close-8,volume-8,time-9,open-9,high-9,low-9,close-9,volume-9,time-10,open-10,high-10,low-10,close-10,volume-10,time-11,open-11,high-11,low-11,close-11,volume-11,time-12,open-12,high-12,low-12,close-12,volume-12
12/13/2021,9:00,4720,4721.25,4717.5,4717.5,1018,9:15,4717.75,4718,4714.5,4715,1998,9:30,4715,4715.75,4705.75,4706,3389,9:45,4706,4709,4694.25,4699.75,14411,10:00,4699.75,4700.5,4687.75,4691,11502,10:15,4690.75,4697,4686.25,4695,8089,10:30,4695.25,4697.25,4677.25,4681.75,8702,10:45,4681.25,4685.75,4676.25,4679.5,6020,11:00,4679.75,4688.25,4678.5,4681.5,5209,11:15,4681.25,4683.5,4674,4676,6315,11:30,4676.25,4679,4671.25,4673.75,5239,11:45,4673.75,4679,4671.5,4676.5,5657,12:00,4676.5,4678,4671,4676.75,3979
12/10/2021,9:00,4703.25,4704,4699.25,4701.25,4421,9:15,4701.25,4703,4698,4700,3217,9:30,4700,4700.5,4695.5,4695.75,2929,9:45,4696.25,4704.75,4693.5,4696,22416,10:00,4696.25,4698.5,4685.25,4688,18102,10:15,4687.5,4694.75,4686.25,4690,12899,10:30,4690,4699.25,4687.75,4698,10679,10:45,4698,4700,4681,4683.75,14046,11:00,4683.25,4684.75,4677.25,4683.75,11120,11:15,4683.75,4685,4668.75,4674.75,15701,11:30,4674,4684.25,4672.25,4683.75,9154,11:45,4683.75,4689,4679.25,4688.75,7555,12:00,4688.75,4693.25,4687.75,4691,7865
12/9/2021,9:00,4683,4684.5,4681.5,4682.75,3043,9:15,4682.75,4686.25,4682.75,4685.25,2943,9:30,4685.25,4687.25,4683.75,4684.5,5063,9:45,4684.5,4694,4682.5,4690.5,49158,10:00,4690.5,4693.25,4681.5,4686,48097,10:15,4686,4691.5,4683,4686.75,37379,10:30,4687,4690.5,4678.25,4678.75,33688,10:45,4678.75,4682.25,4674,4681.5,40097,11:00,4681.5,4686.5,4681,4685.75,24120,11:15,4685.5,4686.75,4681.5,4682.5,22770,11:30,4682.5,4690,4679,4689.25,24647,11:45,4686.25,4692,4685.75,4686.75,17394,12:00,4686.5,4686.75,4680.75,4683,16145
12/8/2021,9:00,4692.75,4693.5,4690.5,4692.25,2514,9:15,4692.25,4693,4688.25,4688.75,4494,9:30,4689,4691.25,4688.25,4690.25,5463,9:45,4690.5,4693.25,4678.75,4687.5,59664,10:00,4687.5,4696.5,4683.5,4685,61293,10:15,4685,4691,4681.75,4684.75,55108,10:30,4684.75,4691.5,4677.25,4678,41581,10:45,4678,4686.5,4677.75,4680.25,42010,11:00,4680.25,4682,4673,4674.25,38746,11:15,4674.25,4680.5,4671.75,4679.5,24756,11:30,4680,4682.75,4676.5,4682.75,15329,11:45,4682.75,4684.75,4678,4680.5,20566,12:00,4680.75,4686.5,4680.25,4684.75,17409
12/7/2021,9:00,4651.5,4652.25,4646.75,4647,3813,9:15,4647,4648.75,4644.75,4645.5,4956,9:30,4645.5,4648.75,4642.5,4647.5,8980,9:45,4647.75,4663,4647.25,4663,75176,10:00,4663.25,4676.25,4662.25,4676,59062,10:15,4676.25,4683.5,4673.25,4683.5,52580,10:30,4683.5,4685,4678.5,4679,36617,10:45,4679,4687.75,4679,4687.25,28720,11:00,4687,4691.5,4685.25,4688.5,24612,11:15,4688.5,4692.5,4685.25,4685.5,25329,11:30,4685.75,4688.25,4684.25,4686.75,19378,11:45,4687,4690,4684,4687.5,20141,12:00,4687.5,4688,4684.5,4685,13603
12/6/2021,9:00,4554.75,4559.25,4552.25,4559,4916,9:15,4558.75,4563,4554.5,4561.75,6530,9:30,4562,4565.25,4561,4564.75,8566,9:45,4564.75,4570.75,4539.25,4562.75,120077,10:00,4562.75,4567.25,4552.25,4565.75,105433,10:15,4565.75,4582,4551.25,4580.5,104947,10:30,4580.75,4586.5,4578.5,4584.5,65178,10:45,4584.75,4587.5,4572.5,4573.5,61384,11:00,4573.5,4587.5,4571.75,4586.75,52183,11:15,4586.5,4588.5,4571.75,4572,48608,11:30,4571.75,4581.75,4568.75,4578.5,45213,11:45,4578.5,4586.25,4572.75,4585.75,37524,12:00,4585.75,4586,4573.5,4577.25,30686
12/3/2021,9:00,4593,4599.75,4589,4596,12179,9:15,4596,4597.5,4591,4595,9923,9:30,4595,4607,4576.5,4579.75,85237,9:45,4580,4586.25,4554.25,4557.25,72368,10:00,4557.25,4565,4538.75,4542.75,78508,10:15,4543,4562.75,4542.75,4559.25,65769,10:30,4559,4559.5,4526.5,4527,72389,10:45,4526.75,4533.75,4519.5,4523,70564,11:00,4523,4531.5,4514.25,4525.75,62366,11:15,4525.5,4537,4514,4534.5,54202,11:30,4534.5,4539.25,4516.75,4518.5,51767,11:45,4518.25,4526.25,4507,4508.25,51634,12:00,4508,4515.5,4504,4511.75,41542
12/2/2021,9:00,4517,4521.75,4505.5,4512,21298,9:15,4512,4514.5,4507.75,4510.25,16141,9:30,4510.25,4546.25,4506,4542.75,83963,9:45,4542.75,4562.5,4537.75,4562,86889,10:00,4561.75,4567.75,4543.75,4549,90974,10:15,4549.25,4556.75,4539.25,4553,74014,10:30,4553.25,4558.75,4525,4525.25,71914,10:45,4525.5,4553.25,4522.75,4552.5,59248,11:00,4552.5,4564.5,4545.25,4560,51502,11:15,4559.75,4572,4559.5,4566.5,48679,11:30,4566.5,4569.25,4546.75,4554.25,58584,11:45,4554.25,4574,4549.75,4570.25,42602,12:00,4570.25,4582,4566.25,4582,44298
12/1/2021,9:00,4621.75,4625,4621.25,4622.5,4474,9:15,4622.25,4624.5,4618.75,4620.5,5894,9:30,4620.25,4622.75,4606.25,4614.75,55363,9:45,4614.75,4620.5,4610.5,4618.5,41964,10:00,4618.5,4633.75,4618.5,4630,49379,10:15,4630,4635.5,4626.25,4626.5,40633,10:30,4626.75,4632.75,4616.25,4628,46172,10:45,4628,4639.5,4627.5,4638.5,36866,11:00,4638.5,4647.5,4635.5,4646.75,32008,11:15,4647,4650.75,4644.75,4646.5,23716,11:30,4646.5,4649.25,4641.5,4642.25,29606,11:45,4642.5,4643.25,4626.25,4630.75,44009,12:00,4630.75,4637.75,4628,4637,30646
11/30/2021,9:00,4625.25,4627.5,4618.5,4622,12589,9:15,4622,4628.5,4619.25,4623.75,9739,9:30,4623.75,4632.25,4614.25,4624,75838,9:45,4624,4634,4615,4628,59062,10:00,4628,4643,4625.75,4634,63372,10:15,4633.75,4638.5,4625.25,4632,49440,10:30,4632,4644.25,4623,4628.25,81270,10:45,4628.5,4629.25,4583.5,4583.75,107581,11:00,4584,4597.75,4574.75,4596.75,96253,11:15,4596.75,4602.75,4585.75,4590,60354,11:30,4590,4595.25,4575,4577.5,60097,11:45,4577.5,4579.75,4565.75,4576.5,67066,12:00,4576.5,4576.5,4561.75,4567.5,54818
11/29/2021,9:00,4644,4649.5,4643.75,4645,11436,9:15,4645,4647.75,4642.75,4644.75,8897,9:30,4645,4650,4635,4637.75,72375,9:45,4637.75,4640.5,4628.75,4639,76568,10:00,4639,4642.5,4632.25,4636,62364,10:15,4636,4640.75,4629.75,4629.75,50744,10:30,4630,4635,4621.25,4626.5,61038,10:45,4626.25,4630.5,4622.25,4629.75,41537,11:00,4630,4637.25,4626.5,4635,33189,11:15,4635.25,4639.25,4633,4634.5,29711,11:30,4634.5,4647.25,4634.25,4647,39030,11:45,4647,4649.5,4643.75,4649,21834,12:00,4648.75,4655.75,4648.5,4653.5,24492
11/26/2021,9:00,4620.25,4629.50,4618.25,4624.25,7801,9:15,4624,4629,4622.75,4627.75,9269,9:30,4628.25,4643.25,4621.75,4622.5,82414,9:45,4622.5,4622.5,4610.25,4618.75,77616,10:00,4618.75,4619,4601.5,4603.5,69102,10:15,4603.25,4614.25,4594,4614,60492,10:30,4614,4617.75,4606.75,4611,39676,10:45,4611.25,4612.75,4601,4606,36887,11:00,4606,4606.25,4594.25,4595.25,40918,11:15,4595,4596.75,4585,4593.25,36309,11:30,4593.25,4601,4588.5,4597.75,38025,11:45,4597.75,4600.25,4587,4592.75,28643,12:00,4592.75,4607,4589.5,4600,29917
11/24/2021,9:00,4664,4667,4660.25,4663.75,12705,9:15,4663.75,4667.75,4662.5,4665,9320,9:30,4664.75,4671.5,4657.75,4660.75,82877,9:45,4660.5,4667.75,4656.25,4667,57951,10:00,4666.75,4677.75,4660.75,4669.75,52035,10:15,4669.75,4679.5,4667.5,4677.75,47316,10:30,4678,4681,4673.75,4674.25,39745,10:45,4674.25,4681.25,4671.5,4678.5,37982,11:00,4678.5,4684.5,4674,4683.75,32096,11:15,4684,4689.5,4683,4688.75,24022,11:30,4688.5,4691.75,4683,4686.5,25850,11:45,4686.5,4690,4684,4685.25,19950,12:00,4685,4689.25,4683.25,4688.25,18257
11/23/2021,9:00,4678.75,4680.25,4677.75,4679.75,4357,9:15,4679.75,4680,4675.25,4676.5,5546,9:30,4676.5,4684.25,4666.75,4681.25,86305,9:45,4681.5,4695.5,4681.25,4690.5,57942,10:00,4690.25,4691.75,4669.75,4673.75,86764,10:15,4673.75,4679.25,4663.75,4665.5,72241,10:30,4665.5,4671.75,4661.5,4661.75,62537,10:45,4661.75,4668.5,4654.75,4655.25,54442,11:00,4655.5,4666.5,4649,4664.5,73261,11:15,4664.5,4674.75,4664,4670.75,43402,11:30,4670.75,4675.25,4662.75,4664.25,64019,11:45,4664.5,4675.25,4662.25,4667,55006,12:00,4667,4668.75,4656.5,4656.75,44038
11/22/2021,9:00,4710,4716,4708.5,4713,18830,9:15,4712.75,4713.5,4709.5,4712.5,9822,9:30,4712.5,4722.75,4712,4722.5,59045,9:45,4722.75,4733.25,4719,4732,50877,10:00,4732,4739.5,4732,4738.25,41456,10:15,4738,4740.5,4736,4737.25,27853,10:30,4737.25,4739.75,4736.75,4737,15437,10:45,4737,4737,4731.75,4733,22852,11:00,4733,4734,4726.75,4729,30466,11:15,4728.75,4729.75,4725.25,4726.75,18223,11:30,4726.75,4729.75,4723,4723.25,22214,11:45,4723.25,4725,4697.5,4705.75,65960,12:00,4706,4711.5,4701.5,4706.5,54092
11/19/2021,9:00,4693.75,4697.75,4689.75,4696.75,11817,9:15,4696.5,4704.25,4695.5,4700.75,27644,9:30,4700.75,4702.25,4691.75,4701.5,65121,9:45,4701.5,4706.75,4696.5,4706.25,43449,10:00,4706.25,4706.75,4694.75,4700.25,44428,10:15,4700.25,4701.25,4692.75,4693,34048,10:30,4693,4702.75,4692.5,4701.75,27068,10:45,4701.5,4702.25,4695.25,4698.25,28188,11:00,4698.25,4704.25,4697.75,4703,17844,11:15,4703,4706.25,4702.75,4705.75,16981,11:30,4705.75,4706.75,4703.25,4705.5,15379,11:45,4705.75,4706.75,4702.75,4704.5,11984,12:00,4704.25,4709.5,4704.25,4709.25,14047
11/18/2021,9:00,4697,4699.75,4697,4699.75,2876,9:15,4699.75,4699.75,4696.25,4697,4014,9:30,4697.25,4698,4689.5,4691.25,47015,9:45,4691.25,4696.5,4687.5,4689.75,45842,10:00,4689.75,4691.75,4672.75,4676,56962,10:15,4675.75,4678,4668,4673,63190,10:30,4673,4681.75,4672.25,4676.5,40198,10:45,4676.5,4681.25,4675.5,4679.5,29486,11:00,4679.5,4684.75,4675.75,4683.75,32295,11:15,4683.5,4686.25,4683.5,4684.5,20023,11:30,4684.25,4696.25,4684.25,4695,36035,11:45,4695,4697.25,4694.25,4694.5,18823,12:00,4694.75,4701.25,4694.75,4701,21134
11/17/2021,9:00,4692.25,4693,4691.5,4693,2866,9:15,4693.25,4695,4693,4694.75,3597,9:30,4695,4695.5,4686,4689.25,47987,9:45,4689.25,4691.25,4679.5,4680.5,49793,10:00,4680.5,4687.5,4679.5,4687.5,39497,10:15,4687.25,4687.75,4682.5,4684.75,27832,10:30,4685,4693,4684,4690.5,34018,10:45,4690.75,4692.5,4685.5,4689.75,22307,11:00,4689.75,4691.25,4688,4690,15119,11:15,4689.75,4691.25,4686.25,4689,15620,11:30,4688.75,4692.25,4687.5,4690.75,13203,11:45,4690.75,4696.5,4689.75,4695.25,17823,12:00,4695.5,4696.75,4689,4689.25,20247
11/16/2021,9:00,4678.75,4678.75,4674.5,4674.75,5149,9:15,4674.5,4677,4673.5,4676,7221,9:30,4676.25,4691.25,4675.5,4690.25,57982,9:45,4690.25,4694.75,4687.75,4689.5,45107,10:00,4689.75,4694.5,4689.75,4693.25,28663,10:15,4693.5,4695.75,4685.5,4686,33390,10:30,4686,4690.75,4685.25,4688,25254,10:45,4688,4689,4685.5,4688.75,16322,11:00,4688.75,4698,4688.75,4697.25,24648,11:15,4697.25,4704,4697.25,4702.25,31106,11:30,4702.5,4704.5,4700.25,4700.5,18114,11:45,4700.5,4702.5,4699.25,4701.75,12645,12:00,4701.75,4703,4700,4701.5,9741
11/15/2021,9:00,4693.75,4695.25,4693.25,4693.25,2833,9:15,4693.25,4694,4690.75,4691.5,4697,9:30,4691.5,4692.75,4685.5,4686.5,51624,9:45,4686.5,4690.5,4681,4690.25,50342,10:00,4690.25,4690.5,4681.75,4682.25,43798,10:15,4682.5,4684.25,4680,4682.25,34708,10:30,4682,4684,4679.5,4682,30606,10:45,4681.75,4685.25,4681.25,4682.25,23171,11:00,4682.25,4685,4681.75,4684.25,19881,11:15,4684.5,4685.5,4681.25,4681.5,18280,11:30,4681.5,4684.75,4668.75,4669.75,38815,11:45,4669.5,4674,4667,4673.75,44499,12:00,4673.5,4675.25,4672,4673.5,18489
